"report_date_as_yyyy_mm_dd","market_and_exchange_names","commodity_name","open_interest_all","prod_merc_positions_long","prod_merc_positions_short","m_money_positions_long_all","m_money_positions_short_all"
"2014-11-18T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","173075","17990","36082","42949","38161"
"2014-11-18T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","62442","6450","23896","29013","16953"
"2014-11-18T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","34676","1800","15929","19134","2078"
"2014-11-18T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","966597","144729","154796","248940","226349"
"2014-11-25T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","388145","36606","73368","113999","59549"
"2014-11-25T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","160924","23966","38280","39395","41262"
"2014-11-25T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","156984","15655","37870","41297","31385"
"2014-11-25T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","64042","7063","25274","29811","15729"
"2014-11-25T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","32990","1538","16645","20124","1520"
"2014-11-25T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","955365","143023","160907","263356","227135"
"2014-12-02T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","368121","30598","75927","117804","49170"
"2014-12-02T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","159261","27601","37154","35992","41968"
"2014-12-02T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","148422","17322","39682","39787","24140"
"2014-12-02T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","63522","6489","26908","30181","12584"
"2014-12-02T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","31534","1408","15778","20328","1552"
"2014-12-02T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","969944","150604","166670","232495","233890"
"2014-12-09T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","375323","33262","88237","130648","39985"
"2014-12-09T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","152267","25344","35602","36364","41761"
"2014-12-09T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","148195","16288","41261","40381","19164"
"2014-12-09T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","65138","6499","29359","30464","11523"
"2014-12-09T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","31820","1342","15564","20695","1925"
"2014-12-09T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","948980","136936","144710","213711","239429"
"2014-12-16T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","371743","34330","93684","127571","35746"
"2014-12-16T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","152045","26514","36218","35384","40384"
"2014-12-16T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","150199","19553","43732","39852","22904"
"2014-12-16T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","66810","6988","29772","29631","12928"
"2014-12-16T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","31974","1488","15522","20414","2153"
"2014-12-16T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","920021","122946","131893","203438","233722"
"2014-12-23T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","375212","31936","82559","123087","40890"
"2014-12-23T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","152816","27850","38096","35155","39385"
"2014-12-23T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","149149","19549","45537","39725","22455"
"2014-12-23T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","66799","6943","28872","29420","13393"
"2014-12-23T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","32482","1630","15966","20982","1423"
"2014-12-23T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","924013","127017","126070","203358","241830"
"2014-12-30T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","373982","28690","82890","124928","37878"
"2014-12-30T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","159107","31378","38806","34871","39379"
"2014-12-30T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","149594","19645","46465","40272","20946"
"2014-12-30T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","64175","7031","29314","30348","13216"
"2014-12-30T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","32946","1336","16106","21361","1644"
"2014-12-30T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","933734","130991","128604","200260","248247"
"2015-01-06T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","394021","32669","92020","128325","34129"
"2015-01-06T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","170037","38632","38314","34032","44964"
"2015-01-06T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","152879","20811","47706","41520","19713"
"2015-01-06T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","66275","6853","29621","31205","14807"
"2015-01-06T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","956917","134793","128689","205171","244054"
"2015-01-06T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","32665","1310","16099","20819","1346"
"2015-01-13T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","66358","6885","30655","32468","13894"
"2015-01-13T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","984362","139228","132153","207606","247869"
"2015-01-13T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","33826","1360","16173","20740","1764"
"2015-01-13T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","157282","20510","50017","44293","16190"
"2015-01-13T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","179459","34628","40882","38275","48206"
"2015-01-13T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","402108","34607","99314","132173","30232"
"2015-01-20T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1019571","152303","150830","202426","246499"
"2015-01-20T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","34518","1478","15126","21590","2472"
"2015-01-20T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","67945","6606","31685","34045","11385"
"2015-01-20T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","159904","20318","52730","47694","11850"
"2015-01-20T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","172846","31457","39625","35731","43808"
"2015-01-20T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","430128","29306","114948","155602","26261"
"2015-01-27T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","34098","1606","14412","21691","2491"
"2015-01-27T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","438279","24610","121126","173110","19873"
"2015-01-27T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","179152","35046","40087","35675","48696"
"2015-01-27T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","162440","19885","54617","49408","7686"
"2015-01-27T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","65908","6014","32410","32653","8713"
"2015-01-27T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1000469","146657","146892","197354","249369"
"2015-02-03T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","33952","1811","15606","20571","2606"
"2015-02-03T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","419524","27037","117623","167310","18984"
"2015-02-03T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","180944","35398","41246","37593","47919"
"2015-02-03T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","168486","20967","52988","47942","9057"
"2015-02-03T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","64831","6132","30934","31781","9790"
"2015-02-03T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1014989","148919","148942","207873","273291"
"2015-02-10T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","33778","1767","15615","20235","3006"
"2015-02-10T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","393232","23007","101513","140835","21298"
"2015-02-10T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","185606","33813","42017","36383","50477"
"2015-02-10T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","168146","20797","52136","48590","10660"
"2015-02-10T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","64849","6998","29313","31204","10296"
"2015-02-10T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1013349","135670","136515","210349","271961"
"2015-02-17T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1002010","126282","130338","209352","265769"
"2015-02-17T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","389530","22366","96511","128595","32903"
"2015-02-17T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","185675","32196","42482","36309","45481"
"2015-02-17T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","175193","20359","49392","48059","15620"
"2015-02-17T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","67715","7311","28851","30593","13216"
"2015-02-17T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","34191","1809","15911","20795","2989"
"2015-02-24T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","984419","116841","125104","212791","276796"
"2015-02-24T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","399307","24350","95758","124595","35108"
"2015-02-24T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","171520","26038","45343","39964","40288"
"2015-02-24T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","166676","19578","43689","44139","15117"
"2015-02-24T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","69019","7673","26540","30303","16260"
"2015-02-24T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","32998","1220","15848","19967","2662"
"2015-03-03T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","32935","1455","16671","20113","2366"
"2015-03-03T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","405124","23666","89987","115279","42320"
"2015-03-03T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","163020","20555","49632","40181","39175"
"2015-03-03T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","164018","17789","42141","40461","19942"
"2015-03-03T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","68794","6778","26443","32638","17115"
"2015-03-03T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","983213","116603","121406","205906","283361"
"2015-03-10T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","32909","1797","17025","20563","2021"
"2015-03-10T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","164239","21055","50087","41275","38918"
"2015-03-10T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","410918","26168","78115","107032","58359"
"2015-03-10T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","169125","19145","39266","42054","26517"
"2015-03-10T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","69341","6536","24910","33916","18831"
"2015-03-10T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","973142","123226","124482","210865","284470"
"2015-03-17T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","987946","131612","136736","215904","266350"
"2015-03-17T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","178524","22649","40243","43056","31552"
"2015-03-17T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","429738","30755","74063","97847","78623"
"2015-03-17T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","72020","6632","24645","33931","22183"
"2015-03-17T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","31255","2092","15951","19418","2659"
"2015-03-17T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","164490","18028","52344","40981","37123"
"2015-03-24T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","433767","27523","72822","98784","87349"
"2015-03-24T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","165590","15677","59043","43482","28496"
"2015-03-24T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","172659","20672","42055","46032","26415"
"2015-03-24T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","72949","6831","24652","33039","22343"
"2015-03-24T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","30935","2051","15669","19448","2778"
"2015-03-24T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","956871","131199","134135","196691","268384"
"2015-03-31T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","170125","15721","63443","45870","28832"
"2015-03-31T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","170105","18699","46069","50887","19453"
"2015-03-31T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","68848","6041","24527","33673","19094"
"2015-03-31T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","31497","2007","13747","19692","4207"
"2015-03-31T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","387585","25366","75694","103808","67752"
"2015-03-31T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","998123","132871","137327","191754","304809"
"2015-04-07T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","390571","24724","85642","112747","57072"
"2015-04-07T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","171006","16144","65311","44883","29527"
"2015-04-07T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","169700","18598","46561","48266","17682"
"2015-04-07T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","68260","6170","26516","33265","16133"
"2015-04-07T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","31602","2117","14002","19549","3830"
"2015-04-07T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","997602","127565","128644","193476","308921"
"2015-04-14T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","395089","23642","83946","110439","62390"
"2015-04-14T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","165760","16006","61371","42063","27784"
"2015-04-14T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","177877","16949","42635","45308","23358"
"2015-04-14T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","68699","6415","28352","32626","16591"
"2015-04-14T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","31666","2574","15050","18910","2787"
"2015-04-14T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1029544","132219","135183","200255","331400"
"2015-04-21T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","397379","21523","75074","108259","60134"
"2015-04-21T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1018282","128633","134473","200007","331050"
"2015-04-21T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","32073","3132","17164","18086","2328"
"2015-04-21T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","68668","6195","27053","32407","18213"
"2015-04-21T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","182633","16531","38836","42437","32283"
"2015-04-21T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","157721","14236","59866","38320","24742"
"2015-04-28T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1027660","126390","128907","203109","356000"
"2015-04-28T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","32578","3149","17294","18764","2468"
"2015-04-28T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","70799","7344","26631","32505","19864"
"2015-04-28T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","179461","19002","39756","44235","37724"
"2015-04-28T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","154447","15123","57599","37369","23448"
"2015-04-28T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","403575","18237","71952","114952","64369"
"2015-05-05T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","175694","18851","41437","46096","33918"
"2015-05-05T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","399988","20250","60415","98957","76100"
"2015-05-05T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","166179","14223","67369","49484","17886"
"2015-05-05T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","70063","7426","27185","32998","17988"
"2015-05-05T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","32470","3305","17686","18619","2338"
"2015-05-05T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1013527","138303","144382","206946","323612"
"2015-05-12T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1018067","133237","144435","213632","309857"
"2015-05-12T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","174919","19458","42382","46306","31600"
"2015-05-12T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","405612","20691","64014","104207","76488"
"2015-05-12T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","178077","12042","71706","58412","18435"
"2015-05-12T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","71688","7088","27183","34045","19560"
"2015-05-12T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","31823","2732","16972","18367","2671"
"2015-05-19T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","428597","17951","94860","132306","53689"
"2015-05-19T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","179210","11556","74044","59058","20532"
"2015-05-19T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","174337","18252","52257","54860","11920"
"2015-05-19T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","70841","6972","29414","35063","15621"
"2015-05-19T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","31484","2137","16205","18327","3162"
"2015-05-19T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1028741","129731","146880","220607","299316"
"2015-05-26T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","411961","17429","91862","125069","58825"
"2015-05-26T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","172622","12076","70055","51953","23676"
"2015-05-26T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","173629","18171","52283","53118","10520"
"2015-05-26T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","72424","6909","29622","34757","16867"
"2015-05-26T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","30284","2138","15929","18266","2632"
"2015-05-26T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","983234","117085","139870","214205","308621"
"2015-06-02T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","160588","12485","58463","35472","31252"
"2015-06-02T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1019431","114589","130714","213985","368811"
"2015-06-02T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","29149","1484","14346","18916","3004"
"2015-06-02T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","76650","7513","28860","34591","22168"
"2015-06-02T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","178343","18391","50396","48794","11844"
"2015-06-02T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","398724","16934","90560","125229","63482"
"2015-06-09T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","77304","7117","27276","34915","24520"
"2015-06-09T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1030892","124316","126651","216015","383265"
"2015-06-09T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","406069","18488","79791","121125","83486"
"2015-06-09T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","171541","17338","56118","33595","37730"
"2015-06-09T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","189524","16379","39183","44341","35651"
"2015-06-09T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","32282","1795","12989","20175","5949"
"2015-06-16T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","415718","16454","75845","124527","89529"
"2015-06-16T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1051377","131803","138336","213299","352099"
"2015-06-16T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","33684","1888","12045","20579","7683"
"2015-06-16T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","82478","7196","26592","37111","26990"
"2015-06-16T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","191774","16223","35597","45520","44779"
"2015-06-16T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","181765","21567","57286","36278","43064"
"2015-06-23T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","430978","15949","91484","124843","84927"
"2015-06-23T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1048052","131965","147009","211895","352153"
"2015-06-23T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","34821","2264","10712","20758","9825"
"2015-06-23T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","84121","8369","26885","35245","28667"
"2015-06-23T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","200273","16295","37746","46135","53304"
"2015-06-23T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","184635","35838","53939","34130","52614"
"2015-06-30T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","442301","16748","81821","115188","99565"
"2015-06-30T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1036572","134366","153026","209104","341042"
"2015-06-30T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","37100","2420","10758","21980","11668"
"2015-06-30T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","77670","8478","28117","35016","26203"
"2015-06-30T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","196724","20052","38457","44153","54774"
"2015-06-30T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","166278","26201","47096","35476","56751"
"2015-07-07T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","167008","28372","44059","34057","59066"
"2015-07-07T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1034726","133771","154823","205818","352422"
"2015-07-07T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","36192","2397","10650","20558","11598"
"2015-07-07T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","78321","8124","27772","35473","26267"
"2015-07-07T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","197092","19498","33728","44311","56859"
"2015-07-07T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","452145","18678","72089","111482","109383"
"2015-07-14T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1000887","125157","136752","204698","322992"
"2015-07-14T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","36205","2625","10607","19740","11652"
"2015-07-14T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","79889","8638","28382","35090","28100"
"2015-07-14T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","185716","18303","34487","42753","51751"
"2015-07-14T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","161713","26639","46020","32666","54010"
"2015-07-14T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","462664","22205","74248","108413","109536"
"2015-07-21T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1000364","138725","156000","207273","299125"
"2015-07-21T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","459760","26690","66493","106297","119853"
"2015-07-21T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","165842","26995","45091","32628","58810"
"2015-07-21T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","190226","20383","35512","40552","55303"
